what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.rename.element",1400621490642
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1400621493824
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1400621493942
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400621522883
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400621525397
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.navigate.openResource",1400621525429
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.rename.element",1400621525872
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1400621529734
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1400621529738
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1400621529850
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400621539190
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400621540849
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.navigate.openResource",1400621540884
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.rename.element",1400621541394
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1400621543814
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1400621543949
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1400621550775
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1400621550779
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1400621550888
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400621559287
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400621561135
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.navigate.openResource",1400621561168
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.rename.element",1400621561596
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1400621564487
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1400621564687
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1400621591978
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1400621593148
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1400621593516
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1400621593521
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1400621593631
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1400621604556
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1400621604560
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1400621604669
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1400621613271
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1400621613275
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1400621613382
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1400621615196
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1400621615201
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1400621615311
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1400621631905
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1400621631910
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1400621632018
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1400621634299
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1400621634303
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1400621634419
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1400621642667
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1400621642908
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1400621644513
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1400621644729
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1400621646548
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1400621646750
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1400621662991
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1400621662996
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1400621663119
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1400621686704
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1400621686710
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1400621686830
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1400621703442
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1400621703447
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1400621703564
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1400621721981
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1400621726551
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1400621726557
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1400621726726
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1400621757553
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1400621757557
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1400621757682
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400621770628
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400621772188
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.navigate.openResource",1400621772227
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400621775179
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400621775229
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1400621779321
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400621779830
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.extract.method",1400621779876
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1400621779902
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1400621787287
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1400621787291
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1400621787414
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400621802694
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400621805404
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1400621808709
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400621810800
activated,perspective,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugPerspective",1400621841999
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400621842181
activated,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugView",1400621845469
activated,perspective,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.JavaPerspective",1400621881255
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1400621881258
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1400621883300
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400621887272
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400621888659
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1400621890326
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1400621895090
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1400621895095
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1400621895273
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400621896361
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400622049637
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1400622051346
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1400622055024
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400622068477
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400622070477
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1400622076782
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1400622119422
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1400622119426
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1400622119556
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1400622124977
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400622127469
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400622136423
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400622136894
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400622164951
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400622167047
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400622186833
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1400622188834
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1400622190227
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400622192527
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400622198640
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1400622200553
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1400622202378
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1400622203563
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1400622203567
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1400622203696
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400622203934
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400622205933
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400622207963
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400622225294
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400622227645
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400622277126
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400622309524
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400622317947
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400622319572
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400622320882
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1400622320919
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1400622320944
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400622321432
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400622338242
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1400622352378
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1400622352381
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1400622352512
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400622354419
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400622354503
error,log,,,"Unhandled event loop exception",1400622354560
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1400622367500
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1400622372517
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1400622380417
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1400622380422
