what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1400616868584
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1400616869698
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1400616869706
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1400616869877
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1400616870988
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1400616871207
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1400616873297
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1400616873551
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1400616873556
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1400616873702
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1400616878394
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1400616880510
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1400616881765
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1400616882695
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1400616884770
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1400616884775
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1400616884935
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1400616891414
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1400616891633
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1400616892552
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1400616892764
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1400616907407
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1400616908405
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1400616908409
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1400616908529
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1400616911195
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1400616911199
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1400616911318
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1400616912498
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1400616914703
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1400616920823
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1400616921221
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1400616924278
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1400616925747
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1400616925750
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1400616925879
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1400616927408
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1400616927791
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1400616928271
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1400616928660
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1400616929997
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1400616930483
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1400616930486
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1400616930611
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1400616932038
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1400616932277
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1400616953925
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1400616954752
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1400616954919
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1400616954923
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1400616955054
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1400616962613
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1400616962836
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1400616972731
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1400616973504
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1400616973508
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1400616973634
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1400616976672
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1400616976676
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1400616976793
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1400616982727
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1400616982731
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1400616982849
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.rename.element",1400616984649
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400616986979
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400616987705
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1400616988185
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1400616988320
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1400616995258
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1400616995262
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1400616995430
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1400617026323
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1400617027263
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1400617027267
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1400617027387
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1400617030140
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1400617031098
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1400617031423
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1400617031427
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1400617031547
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1400617036829
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1400617036834
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1400617036951
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1400617058738
