what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1399484313695
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1399484316717
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399484319276
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399484319536
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399484322308
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399484322735
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399485418779
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1399485420303
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399485421419
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399485428463
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1399485429892
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1399485430121
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1399485432271
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399485437996
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399485440001
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1399485440016
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399485441590
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399485452516
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399485454053
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399485459560
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1399485463626
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399485465113
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399485473866
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399485484202
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399485487477
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1399485501563
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399485504959
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399485505075
error,log,,,"Unhandled event loop exception",1399485505135
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1399485516801
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399485518398
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399485550528
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399485552038
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399485552311
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399485553939
